time,low,high,open,close,volume,symbol
1504828800,4140.0,4679.99,4624.18,4350.0,22102.7184586,BTC-USD
1504742400,4475.01,4665.44,4616.18,4624.18,8455.04147983,BTC-USD
1504656000,4431.0,4692.0,4432.51,4616.18,16174.30433105,BTC-USD
1504569600,4242.38,4514.95,4498.46,4432.51,17315.43019201,BTC-USD
1504483200,4234.16,4628.05,4626.05,4498.25,20518.88448285,BTC-USD
1504396800,4524.0,4749.99,4642.39,4626.05,11569.36076538,BTC-USD
1504310400,4500.0,4980.0,4948.0,4649.99,19577.18874549,BTC-USD
1504224000,4706.0,4948.0,4743.94,4947.99,16762.80580838,BTC-USD
1504137600,4580.84,4769.03,4581.98,4743.94,13628.46777811,BTC-USD
1504051200,4500.55,4635.21,4599.01,4581.98,10383.4343046,BTC-USD
1503964800,4350.0,4656.83,4384.99,4599.0,14509.95812379,BTC-USD
1503878400,4200.0,4396.0,4343.5,4384.99,10452.60382073,BTC-USD
1503792000,4309.87,4392.0,4344.32,4340.11,7041.34420177,BTC-USD
1503705600,4260.01,4374.39,4360.0,4344.32,6146.47876206,BTC-USD
1503619200,4284.01,4453.9,4312.03,4360.0,10918.77972836,BTC-USD
1503532800,4112.76,4349.99,4142.5,4312.03,10247.98420911,BTC-USD
1503446400,4058.26,4247.88,4092.0,4143.49,11746.0041498,BTC-USD
1503360000,3583.46,4145.0,4002.0,4092.0,21922.49731034,BTC-USD
1503273600,3950.88,4089.99,4050.99,4002.0,12417.65707555,BTC-USD
1503187200,4044.52,4190.21,4157.41,4050.99,8331.87235879,BTC-USD
1503100800,4000.0,4186.1,4101.72,4157.41,10502.74082464,BTC-USD
1503014400,3960.47,4350.0,4280.01,4101.72,20823.05141554,BTC-USD
1502928000,4180.0,4469.0,4370.01,4280.01,19980.89160504,BTC-USD
1502841600,3928.82,4385.5,4159.93,4370.01,17969.62620634,BTC-USD
1502755200,3807.14,4434.42,4320.53,4159.93,32018.16155552,BTC-USD
1502668800,3985.01,4328.0,4060.47,4320.6,20059.96196841,BTC-USD
1502582400,3850.0,4200.0,3874.0,4060.47,23522.1419857,BTC-USD
1502496000,3622.87,3974.0,3656.14,3874.0,18972.1433559,BTC-USD
1502409600,3416.86,3725.0,3444.98,3656.15,15315.75236128,BTC-USD
1502323200,3317.0,3448.0,3342.8,3444.98,9348.35914865,BTC-USD
1502236800,3232.62,3428.29,3423.28,3342.8,13076.14627076,BTC-USD
1502150400,3349.91,3489.0,3398.23,3422.43,16014.00638269,BTC-USD
1502064000,3190.0,3416.0,3222.22,3398.23,11325.4162028,BTC-USD
1501977600,3150.0,3278.42,3243.5,3222.22,8666.20078218,BTC-USD
1501891200,2857.34,3335.0,2857.34,3243.49,21614.60061123,BTC-USD
1501804800,2760.0,2877.79,2787.05,2857.34,7714.98047973,BTC-USD
1501718400,2699.89,2799.0,2699.9,2787.02,7425.95745626,BTC-USD
1501632000,2650.0,2758.06,2731.6,2699.9,8422.27537735,BTC-USD
1501545600,2676.01,2925.0,2856.89,2732.59,9772.96947501,BTC-USD
1501459200,2700.0,2900.0,2723.99,2856.88,11462.1802407,BTC-USD
