time,low,high,open,close,volume,symbol
1483388220,964.37,1034.39,968.1,1003.6975468018388,10000.0,BTC-USD
1483487760,997.13,1036.99,997.25,1019.7524866468314,10000.0,BTC-USD
1483550580,1018.0,1135.0,1023.04,1070.4503658242827,10000.0,BTC-USD
1483596720,1067.0,1175.0,1121.01,1123.2290273801545,10000.0,BTC-USD
1483629660,880.0,1174.9,1171.11,1034.901630080111,10000.0,BTC-USD
1483689900,946.51,1033.85,959.99,985.2124519507744,10000.0,BTC-USD
1483739040,875.01,969.15,968.0,906.8789738318591,10000.0,BTC-USD
1483808820,802.07,908.22,904.11,863.2132225258002,10000.0,BTC-USD
1483957800,885.9,953.8,902.89,912.6190505255943,10000.0,BTC-USD
1484087040,890.01,915.1,898.5,903.9227819565406,10000.0,BTC-USD
1484141280,788.88,923.98,910.86,868.2969617346713,10000.0,BTC-USD
1484177880,765.0,828.0,817.0,797.927792904869,10000.0,BTC-USD
1484242200,734.64,815.0,801.89,781.5082195916235,10000.0,BTC-USD
1484320500,782.85,840.0,805.73,809.4809807050423,10000.0,BTC-USD
1484479440,815.8,847.52,824.35,830.6438628548556,10000.0,BTC-USD
1484674440,819.0,900.0,824.56,852.269270558404,10000.0,BTC-USD
1484792040,850.0,916.7,897.0,888.6247170597918,10000.0,BTC-USD
1484994060,883.08,930.0,887.13,902.0975600361977,10000.0,BTC-USD
1485195660,902.0,946.25,924.1,925.5345740022361,10000.0,BTC-USD
1485353100,880.0,925.0,920.44,905.3926671274595,10000.0,BTC-USD
1485545580,890.5,924.47,892.0,909.7591321051934,10000.0,BTC-USD
1485830580,914.69,927.47,922.0,921.9901648557869,10000.0,BTC-USD
1485961800,923.7,979.99,923.87,960.7935828057814,10000.0,BTC-USD
1486100220,971.23,1024.5,971.24,996.3047644970159,10000.0,BTC-USD
1486260300,994.34,1044.12,1022.72,1018.2812777614895,10000.0,BTC-USD
1486449900,1003.02,1040.0,1032.52,1021.4231582234277,10000.0,BTC-USD
1486581540,1016.49,1069.95,1037.5,1050.043673870799,10000.0,BTC-USD
1486651740,925.0,1079.0,1061.27,1021.7809777858583,10000.0,BTC-USD
1486707960,946.0,999.96,968.0,977.6132633828422,10000.0,BTC-USD
1486861260,961.0,1023.89,977.0,996.795015127188,10000.0,BTC-USD
1487092320,985.68,1021.5,1017.72,1005.7238889065371,10000.0,BTC-USD
1487262360,1003.32,1038.0,1012.85,1016.2601892100437,10000.0,BTC-USD
1487400240,1033.13,1073.8,1034.99,1050.853187087666,10000.0,BTC-USD
1487634840,1051.26,1095.0,1067.56,1065.1290345618906,10000.0,BTC-USD
1487763540,1081.95,1132.95,1089.98,1109.8985767084107,10000.0,BTC-USD
1487889540,1114.32,1181.0,1116.16,1145.1312528950918,10000.0,BTC-USD
1487944200,1103.32,1221.93,1180.99,1177.5990901725866,10000.0,BTC-USD
1488068760,1110.0,1206.0,1190.4,1171.3817785532601,10000.0,BTC-USD
1488238800,1130.88,1198.99,1158.01,1178.611850213165,10000.0,BTC-USD
1488375240,1085.71,1214.94,1194.46,1198.3235847654728,10000.0,BTC-USD
1488471660,1212.9,1264.2,1212.99,1229.8488543712765,10000.0,BTC-USD
1488560040,1237.57,1298.61,1261.1,1275.8151735300594,10000.0,BTC-USD
1488701700,1226.41,1294.97,1280.6,1274.651760740255,10000.0,BTC-USD
1488881760,1249.28,1288.0,1252.98,1277.2618504261359,10000.0,BTC-USD
1488946260,1050.0,1262.92,1262.92,1233.469535816045,10000.0,BTC-USD
1489009620,1155.0,1225.7,1204.15,1186.052692364092,10000.0,BTC-USD
1489106460,1128.0,1214.95,1168.95,1180.047354467289,10000.0,BTC-USD
1489162620,1190.0,1360.0,1206.0,1253.025203982017,10000.0,BTC-USD
1489182540,956.85,1294.99,1237.93,1150.6159644009253,10000.0,BTC-USD
1489212060,1060.5,1226.47,1123.0,1121.6142225791964,10000.0,BTC-USD
1489336860,1150.0,1236.1,1167.5,1194.1142655846795,10000.0,BTC-USD
1489433580,1206.0,1249.0,1233.01,1237.055547730737,10000.0,BTC-USD
1489544880,1210.0,1262.0,1238.77,1247.1423149280417,10000.0,BTC-USD
1489636740,1240.0,1277.27,1250.33,1256.3587401132625,10000.0,BTC-USD
1489698300,1138.0,1250.0,1249.81,1206.093590441833,10000.0,BTC-USD
1489736460,1088.88,1190.76,1144.5,1136.0605951583293,10000.0,BTC-USD
1489785960,1080.0,1170.0,1121.35,1130.1629683857404,10000.0,BTC-USD
1489845780,1011.13,1110.0,1099.49,1070.6130578457494,10000.0,BTC-USD
